task_id,answer
rt02133,D
rt05661,A
k10631,C
k00419,C
rt04940,D
rt02813,D
k00078,B
rt06433,B
rt03017,B
rt01405,D
k07207,B
rt02861,B
k09401,C
k07781,D
k10549,C
k09079,A
k08593,C
rt04622,A
k03860,D
k05043,D
rt02302,C
k09392,A
rt05639,B
k06700,C
rt04336,D
k00147,C
rt00635,C
k08626,C
k11478,B
k10361,B
k00568,A
rt01451,B
rt06199,A
rt00268,B
rt00898,D
k10579,D
k09732,D
rt05035,D
k05302,C
k00165,A
rt03750,D
k00023,A
rt01055,C
rt05447,B
k10272,C
rt02269,C
k10215,D
k00402,B
rt01225,C
k01617,D
k00528,D
rt04476,B
k07251,D
rt03285,B
k11507,A
k00358,C
k07786,C
k09366,A
k05757,C
k07286,C
k08797,B
k10163,C
k07711,D
k02506,C
k09813,C
k07434,C
k08378,B
rt00384,D
k11470,C
k11271,C
k01015,D
k11134,A
rt05987,D
rt01350,D
k10674,C
rt06252,C
k05046,C
rt03589,C
k01400,C
rt02013,D
k00691,C
k07648,B
k00180,B
rt03849,B
rt01942,C
k00700,B
k03093,B
k01044,A
k05080,D
k07813,B
rt06607,B
k01257,B
k11405,C
k02623,A
rt04257,C
rt01954,C
rt08355,C
k00373,C
k00673,C
k00689,B
k10184,A
k08883,B
rt02363,C
k11314,A
k08798,D
k10532,B
k08408,B
k10113,D
rt02362,D
k00026,B
rt00882,D
rt07875,D
rt02800,B
k00493,A
rt00791,B
k10360,B
rt04363,C
k08722,B
k09934,B
k10940,C
rt04116,A
rt01779,C
rt00563,A
k09304,C
rt03434,B
k11495,B
k09035,D
rt00649,C
rt02480,C
k06051,D
k01065,A
k00622,A
k02963,D
rt01912,D
rt03483,C
rt01850,C
rt04066,B
k07256,B
rt03296,C
k00173,B
k00506,C
k10756,C
k02798,B
rt01614,C
k11428,D
k06226,C
k08273,A
rt07136,C
k00266,B
rt00644,C
rt03312,D
rt00487,D
k09400,A
k00481,C
k11111,A
k09444,C
k02822,A
k09638,C
rt01454,A
k11537,B
k07165,C
rt02288,D
k10553,C
k07469,C
k00088,A
k10423,B
rt04160,C
k00433,D
k01738,D
k00077,A
k11466,C
k00008,A
k08238,D
k03738,D
rt07119,C
k11159,C
k02080,B
k01588,D
k10541,C
k05957,C
rt02240,B
k01845,B
k10151,D
rt08020,C
rt04966,D
rt04321,C
rt07033,C
k02128,A
rt01043,C
rt00704,D
rt00249,D
k00224,C
rt02163,D
rt05679,C
k10234,D
k00398,A
rt02948,D
k05682,A
rt01219,B
rt05206,C
rt03546,D
k04413,D
k04783,B
k10345,D
rt01164,B
k00269,A
k11368,C
k03933,C
k07174,C
k03719,C
rt01032,C
rt00970,C
rt02478,D
rt03433,C
rt00926,C
k09381,C
k10807,C
rt02459,C
k00687,B
k01327,A
rt00901,C
k00267,C
k10948,C
rt01153,B
k08578,D
k10835,C
k10385,C
k09422,C
k10249,A
rt00953,B
rt03794,D
k08914,C
k06321,C
k11367,C
k00450,D
k09272,C
k08654,C
k08628,A
rt02467,C
rt02297,C
rt02092,B
rt01340,C
k00485,B
rt07545,B
k04442,C
rt06857,C
k08684,C
rt05545,C
k00565,C
k00110,D
k10707,B
rt07526,B
k09600,B
k08656,A
rt08187,C
k06034,A
rt00597,C
k11017,C
k02510,D
k10571,C
k10281,A
k00512,D
k03709,B
k00503,B
k00324,B
k01989,A
rt07576,A
rt06306,C
k03496,C
k01432,B
rt00841,C
k02264,D
k03200,A
k11299,B
k02047,C
k10753,C
k05538,A
rt00866,D
k11483,A
rt03622,A
k10658,C
k08852,D
rt06099,D
k01099,D
k08631,C
k00581,C
k11494,B
k00476,A
k02862,A
rt06605,C
rt00984,D
rt06381,C
k00347,D
k02141,A
k03617,B
k10632,C
rt01334,D
k11131,B
k00623,A
rt02342,B
k02556,C
k04205,A
k08425,D
k11281,B
k10691,D
k09357,C
k08471,B
rt01801,C
k00365,B
k08584,C
k10982,D
rt00262,D
k11044,C
k00870,D
k00404,D
rt00662,C
k01500,D
rt00366,C
rt08086,B
rt00833,D
k05597,C
k09428,C
k10575,D
k07688,D
rt00807,C
rt01160,C
k09551,C
k04492,D
k00656,B
rt04536,B
k02701,A
k00190,B
rt04006,C
rt06757,C
k00417,B
rt01644,C
rt03985,A
k11079,B
rt01415,D
rt01258,A
k09825,D
k08630,A
k00400,A
rt00486,D
k02183,C
k10618,D
rt05258,D
k00439,D
k10238,B
k10467,C
k01730,D
k07807,C
rt04859,D
k08635,D
rt03897,A
k06040,B
rt01466,A
k07155,C
k02993,D
k10821,B
rt03803,B
k02895,D
k10400,C
k06778,C
k08603,D
k11033,A
rt04388,A
k04144,A
k03826,A
rt07537,C
rt03274,D
rt04698,C
k09390,B
rt02343,A
k02547,B
k09055,C
k00262,C
k00447,B
rt04163,B
rt00445,A
k00134,C
k04412,A
rt02131,A
k01652,D
k03670,D
rt06313,C
k00675,A
k11067,B
k11419,B
k00589,D
rt01309,C
rt00879,B
rt01134,C
k11334,D
k02586,A
k00612,C
rt01237,C
k05087,A
rt07075,A
k10408,C
rt02753,C
rt00738,C
k08745,C
k10825,C
k03141,C
k10152,B
rt07226,D
rt00337,C
k09430,A
rt00388,D
k00287,C
rt02889,A
k10424,A
rt02012,C
k04195,C
k04530,C
rt00439,D
k09244,C
k00328,A
k00393,B
k09298,C
rt01267,C
k07024,C
rt05195,D
rt08264,B
rt01816,B
rt01807,C
k11035,C
k00646,B
rt01873,D
rt01704,C
rt03260,D
k11344,B
rt00575,D
rt08278,C
k11081,B
rt08067,D
k11047,C
k00155,B
rt04981,D
k00380,A
k08327,C
rt05768,B
rt01209,B
k07433,C
k10248,A
k00198,A
k06947,D
k00116,C
k10599,C
k03396,B
k06937,C
k10441,D
k01521,D
k11001,A
k05733,C
k10973,C
k10950,C
rt04123,A
rt01562,B
rt05514,B
rt01527,B
rt02231,A
k08897,D
k08928,D
rt00868,C
k09610,A
k05929,C
k11307,A
k11184,D
k01190,C
k07106,C
k06996,C
rt02228,C
k03357,B
rt03054,D
k00644,A
k05941,C
rt06139,C
k03452,C
k08642,C
rt01616,C
k08675,C
rt01026,D
k06582,A
rt00604,B
k07702,D
k07448,D
k09139,C
k00071,B
rt07670,A
rt02215,D
k02017,A
k03244,B
rt00820,C
rt01724,B
rt00512,C
k11255,B
k10822,D
k09409,B
k06589,B
rt03596,C
rt06808,B
k02009,C
rt00990,D
k03843,C
k11360,C
k09187,C
k03495,C
k00571,B
k00216,A
rt06620,C
k00117,B
k08761,B
k08848,D
k00560,B
k11381,C
rt02309,D
k08516,A
rt01084,C
rt01842,C
k10317,B
k07787,C
rt05397,D
k10463,A
k09888,B
k11352,D
k01358,C
rt03861,B
k08757,A
k00055,D
rt01497,C
k09490,C
k06606,C
k05429,A
k00359,C
rt01940,D
k00013,D
k10608,D
k11247,I
rt02233,D
k10476,C
k11032,C
k02265,B
rt07600,B
rt02257,D
k06367,D
rt06224,D
k07080,A
rt05291,B
k10855,C
rt03911,C
k00348,A
k07740,B
k06393,C
rt01611,B
k11309,B
rt05015,D
k11502,A
k11264,B
k09052,C
k07421,A
k07542,C
k10714,D
rt00304,D
k10768,C
k07215,D
k10546,B
rt06257,C
k02743,B
rt03679,A
rt00749,B
rt02945,D
rt00637,C
k05630,C
k08498,C
k09439,C
k08227,C
rt06563,D
rt04196,B
rt01246,C
k09596,D
k07096,C
k10412,A
k01595,C
k10910,C
k00666,C
rt03234,D
k10583,B
rt01715,C
rt01364,C
rt05270,B
k03524,A
k04718,A
k09094,D
rt01879,B
rt02539,A
k06151,D
k10659,C
k08962,A
rt04495,D
rt02877,D
rt00799,C
k01869,C
k00495,B
rt05457,D
k01346,A
k10325,B
k10801,C
rt06809,C
k10989,C
rt06899,D
rt04994,C
k11075,A
k09398,D
k03430,D
rt07092,C
k00523,C
k10278,D
k00149,B
k11169,D
k07747,A
k11366,D
rt00425,C
k10881,A
rt08235,A
rt06861,D
rt01900,D
rt02896,B
k11136,A
k07348,B
rt04406,D
k07344,A
rt07630,C
k09611,C
k02122,C
k10966,I
rt06805,B
k00246,A
k11093,A
rt01008,C
k11231,C
k07788,D
rt04233,C
k06777,C
k01702,C
k10602,C
rt00540,B
rt00869,D
rt00628,B
k08717,C
k07128,C
k11027,D
rt01288,B
k06949,C
rt04629,D
k08242,B
k03454,C
k10145,D
k09606,C
rt00703,C
k01579,D
rt04512,A
k06981,C
k00819,D
k10140,B
rt00498,A
rt04284,B
k02243,A
rt03117,A
k09884,C
k07554,B
k10721,C
k06345,C
k02451,D
k03122,B
k00194,A
k08673,C
k01339,A
rt03479,D
rt00804,C
rt00819,A
k00995,D
rt03746,C
k09554,C
k05787,B
k11326,C
rt03294,D
rt04200,C
rt01378,C
k08226,D
rt00574,D
rt06649,C
rt01270,C
k10869,C
k10876,D
k03604,D
rt03636,D
k09546,C
k02595,D
rt01699,D
k06448,B
rt03961,D
k00670,A
k11531,B
k07107,B
rt02334,A
k00547,B
rt01207,D
k10943,A
k05902,D
rt01881,D
rt01370,C
rt06963,B
rt04463,B
k00081,C
k06773,B
rt01314,C
rt01923,D
k07276,D
k06598,B
k08541,B
k09697,B
k07609,A
rt05113,B
k06412,B
k10930,B
rt01568,C
k01079,D
k00464,A
k05895,C
rt07244,A
k10730,C
rt00917,C
rt01176,C
rt01087,D
rt01552,D
k10182,D
k01516,C
rt03378,C
k02102,B
k00103,C
k01196,A
k10380,B
rt01040,C
k10634,C
rt00610,B
k10444,B
rt02554,C
rt05982,B
rt01189,B
k03908,C
k00282,A
rt02073,C
k05435,B
k00044,B
rt02208,C
k09930,C
k08926,C
k01238,B
k10466,A
k11083,C
k10505,D
k04209,C
rt08221,C
k08645,B
k00592,B
rt08186,C
rt02503,C
k03472,B
rt00790,D
rt01584,D
rt00533,D
rt02034,D
k11465,B
k10264,A
k10639,A
k03412,A
rt01530,B
rt01086,B
rt00594,C
rt00983,D
k00513,C
k00518,C
rt02944,B
rt02059,C
k00767,D
k00511,C
k10584,A
k11245,I
k00590,D
rt01694,C
rt06232,C
k06994,B
rt02277,C
k07707,D
rt03701,B
k02566,C
k10676,D
k10874,C
k08432,B
k10171,D
rt03485,A
k11332,D
rt00885,A
k10002,A
k01861,B
k09584,A
rt03412,C
k04449,D
k08581,B
k10267,A
k10797,C
rt08083,C
rt01091,D
k10684,C
k00031,A
rt01285,C
rt02881,C
k09776,C
k06177,D
k00058,C
k07805,C
k11025,A
k10994,C
k08721,C
k11439,B
rt01473,C
k10231,D
k08774,C
k10883,D
rt06691,C
k08244,C
rt02328,C
k02398,D
k00032,C
k09593,B
rt01698,C
rt08119,D
rt01962,B
rt05204,C
rt00538,C
rt07870,C
k08992,D
k11212,B
k10959,B
k00809,C
k06989,C
k10907,B
rt07496,D
rt03673,D
rt04505,D
k01522,B
k04919,C
k10601,B
k04095,D
rt01398,D
k00629,D
k10972,D
k08426,B
k06805,C
k10648,C
k05826,D
k08672,C
rt04782,B
rt06879,A
rt05031,D
k10377,D
k10296,B
k00797,B
k09078,C
rt02521,A
k10323,D
k09518,B
k03268,C
rt00515,D
rt06419,D
rt02304,C
rt01101,C
k00227,A
k05218,C
k09562,C
rt01393,C
k06730,A
k05748,A
rt01989,C
k00329,C
rt00399,B
rt03459,B
rt02312,C
k00530,C
rt05482,D
k07213,C
k08706,B
k01582,C
k04601,C
k00413,A
k02413,A
rt01493,D
k00171,B
rt02711,A
k02801,A
rt04558,D
k11214,D
k11490,B
k10149,D
rt00991,B
k07548,C
rt01430,C
k10488,C
k03274,B
k02605,B
k06936,B
k00351,A
rt04053,C
k11361,D
k02198,A
k08616,C
rt00938,D
k08223,C
k02905,B
k11123,C
k03154,B
k10533,B
rt02840,A
k11399,B
k02608,C
rt00871,B
k06717,A
k11536,B
rt05249,D
k00649,C
rt05017,B
rt04978,A
k01253,B
k00430,A
k09991,A
rt01050,C
rt05156,D
k00080,C
k00143,B
rt00847,B
k05401,C
k09891,D
k01862,D
k10404,A
k03337,A
rt04768,A
rt00520,C
rt02826,D
k00154,D
k09812,C
k04486,B
k08358,B
k06965,D
k10747,A
k00151,A
k10074,D
k00072,A
k00434,B
rt06045,D
rt05219,A
rt03958,A
k04532,A
rt03249,D
k11041,D
k10017,C
k11213,C
k02385,C
k00105,D
k00427,D
rt01929,B
k08334,C
k09162,B
rt07813,C
rt04067,A
rt02903,D
k01510,B
k04294,A
k10867,C
k05595,D
rt00925,B
rt02087,C
k02683,B
k03097,B
k10745,C
rt02168,B
k00699,B
k08743,C
rt01874,C
k11170,I
k07772,D
k04240,C
k11187,C
k08412,C
k03040,B
k02984,D
k05399,C
k04175,C
k05249,A
rt07489,A
rt01739,C
k10713,A
k09117,B
rt07021,A
k04049,C
k04719,A
k11019,C
k07172,C
k06094,B
rt03969,B
rt01737,D
rt05650,B
rt01224,D
rt02035,B
k10133,C
k10254,A
k00041,A
k05559,C
k02941,B
k02015,D
rt00522,D
k09303,D
k10993,B
k09592,A
k00146,C
rt03103,C
rt01639,A
k00166,B
k09340,C
